permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251111658,2025-11-25,PLUMBING,Plumbing Project,PLUMBING at 5159 Hillsboro Pike,5159 Hillsboro Pike,Nashville,37212,Williams Ventures,Cumberland Construction Co,(615) 530-3014,13132,FINAL,22
NSH251111659,2025-11-19,ROOFING,Roofing Project,ROOFING at 4503 Church St,4503 Church St,Nashville,37204,Brown Holdings,Brentwood Builders Inc,N/A,43777,PENDING,22
NSH251111660,2025-11-21,COMMERCIAL,Commercial Project,COMMERCIAL at 8628 Woodland St,8628 Woodland St,Nashville,37204,Thomas Enterprises,Music City Construction,N/A,1317841,FINAL,19
NSH251111661,2025-11-02,ROOFING,Roofing Project,ROOFING at 7183 21st Ave,7183 21st Ave,Nashville,37206,Anderson Group,East Nashville Construction,(615) 474-2046,13256,ISSUED,1
NSH251111662,2025-11-15,MECHANICAL,Mechanical Project,MECHANICAL at 1617 Broadway,1617 Broadway,Nashville,37215,Thomas Enterprises,Tennessee Premier Builders,(615) 691-5960,17969,ISSUED,33
NSH251011663,2025-10-29,ELECTRICAL,Electrical Project,ELECTRICAL at 1993 Lebanon Pike,1993 Lebanon Pike,Nashville,37215,Wilson Properties,Franklin Construction,N/A,89978,FINAL,2
NSH251111664,2025-11-09,REPAIR,Repair Project,REPAIR at 3881 Woodland St,3881 Woodland St,Nashville,37203,Johnson Properties,Volunteer State Contractors,(615) 641-2434,87591,APPROVED,6
NSH251111665,2025-11-05,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9109 Woodland St,9109 Woodland St,Nashville,37212,Miller Construction,Green Hills Builders,(615) 900-8506,295239,APPROVED,3
NSH251111666,2025-11-28,PLUMBING,Plumbing Project,PLUMBING at 1580 Broadway,1580 Broadway,Nashville,37201,Wilson Properties,Cumberland Construction Co,(615) 910-9710,39440,APPROVED,4
NSH251111667,2025-11-24,MECHANICAL,Mechanical Project,MECHANICAL at 5751 Broadway,5751 Broadway,Nashville,37206,Smith Development LLC,Cumberland Construction Co,(615) 670-6841,38894,ISSUED,21
NSH251011668,2025-10-30,ADDITION,Addition Project,ADDITION at 681 Broadway,681 Broadway,Nashville,37204,Martinez LLC,Music City Construction,(615) 520-6767,155486,ISSUED,2
NSH251011669,2025-10-31,MECHANICAL,Mechanical Project,MECHANICAL at 6494 Dickerson Pike,6494 Dickerson Pike,Nashville,37203,Wilson Properties,Nashville Home Improvement,N/A,28165,ISSUED,2
NSH251111670,2025-11-02,ALTERATION,Alteration Project,ALTERATION at 9540 Church St,9540 Church St,Nashville,37208,Miller Construction,Volunteer State Contractors,(615) 549-6474,5118,APPROVED,33
NSH251011671,2025-10-31,MECHANICAL,Mechanical Project,MECHANICAL at 7667 Murfreesboro Pike,7667 Murfreesboro Pike,Nashville,37211,Miller Construction,Franklin Construction,(615) 202-4768,8799,PENDING,7
NSH251111672,2025-11-13,ALTERATION,Alteration Project,ALTERATION at 8666 Murfreesboro Pike,8666 Murfreesboro Pike,Nashville,37205,Thomas Enterprises,Music City Construction,N/A,98509,APPROVED,34
NSH251111673,2025-11-09,ALTERATION,Alteration Project,ALTERATION at 6743 Franklin Pike,6743 Franklin Pike,Nashville,37215,Anderson Group,Volunteer State Contractors,(615) 244-7282,33819,ISSUED,34
NSH251111674,2025-11-25,DEMOLITION,Demolition Project,DEMOLITION at 7512 Charlotte Ave,7512 Charlotte Ave,Nashville,37211,Anderson Group,Music City Construction,N/A,18421,APPROVED,4
NSH251111675,2025-11-27,PLUMBING,Plumbing Project,PLUMBING at 8896 Dickerson Pike,8896 Dickerson Pike,Nashville,37208,Wilson Properties,Cumberland Construction Co,(615) 232-9523,30228,FINAL,1
NSH251111676,2025-11-18,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4541 21st Ave,4541 21st Ave,Nashville,37205,Brown Holdings,Music City Construction,(615) 254-6000,566439,ISSUED,1
NSH251111677,2025-11-20,ELECTRICAL,Electrical Project,ELECTRICAL at 7536 Nolensville Pike,7536 Nolensville Pike,Nashville,37209,Brown Holdings,Green Hills Builders,(615) 244-1313,6654,ISSUED,21
NSH251011678,2025-10-29,PLUMBING,Plumbing Project,PLUMBING at 2341 Charlotte Ave,2341 Charlotte Ave,Nashville,37201,Martinez LLC,Tennessee Premier Builders,N/A,31899,APPROVED,6
NSH251111679,2025-11-05,ALTERATION,Alteration Project,ALTERATION at 8459 21st Ave,8459 21st Ave,Nashville,37205,Johnson Properties,Volunteer State Contractors,(615) 750-5516,94881,PENDING,35
NSH251111680,2025-11-11,PLUMBING,Plumbing Project,PLUMBING at 8258 Murfreesboro Pike,8258 Murfreesboro Pike,Nashville,37208,Davis Investments,Volunteer State Contractors,(615) 895-4951,29289,FINAL,34
NSH251111681,2025-11-16,REMODEL,Remodel Project,REMODEL at 3104 Murfreesboro Pike,3104 Murfreesboro Pike,Nashville,37206,Thomas Enterprises,Nashville Home Improvement,N/A,119935,APPROVED,35
NSH251011682,2025-10-30,RESIDENTIAL,Residential Project,RESIDENTIAL at 6213 Church St,6213 Church St,Nashville,37215,Smith Development LLC,Nashville Home Improvement,N/A,53933,APPROVED,20
NSH251111683,2025-11-02,RESIDENTIAL,Residential Project,RESIDENTIAL at 5356 Murfreesboro Pike,5356 Murfreesboro Pike,Nashville,37204,Anderson Group,Tennessee Premier Builders,N/A,22175,PENDING,19
NSH251111684,2025-11-12,DEMOLITION,Demolition Project,DEMOLITION at 4431 Charlotte Ave,4431 Charlotte Ave,Nashville,37203,Brown Holdings,N/A,(615) 524-8682,66162,APPROVED,2
NSH251111685,2025-11-02,REMODEL,Remodel Project,REMODEL at 9394 Charlotte Ave,9394 Charlotte Ave,Nashville,37203,Martinez LLC,N/A,(615) 368-1146,151056,PENDING,3
NSH251111686,2025-11-25,REPAIR,Repair Project,REPAIR at 6022 21st Ave,6022 21st Ave,Nashville,37204,Martinez LLC,Cumberland Construction Co,(615) 804-4044,11965,FINAL,21
NSH251111687,2025-11-17,COMMERCIAL,Commercial Project,COMMERCIAL at 1423 Charlotte Ave,1423 Charlotte Ave,Nashville,37209,Brown Holdings,Volunteer State Contractors,(615) 669-3579,1213444,PENDING,34
NSH251111688,2025-11-09,COMMERCIAL,Commercial Project,COMMERCIAL at 5732 Church St,5732 Church St,Nashville,37206,Anderson Group,Music City Construction,N/A,357463,APPROVED,7
NSH251111689,2025-11-06,REPAIR,Repair Project,REPAIR at 2496 Nolensville Pike,2496 Nolensville Pike,Nashville,37206,Wilson Properties,Green Hills Builders,(615) 800-8535,68236,APPROVED,21
NSH251011690,2025-10-30,REPAIR,Repair Project,REPAIR at 5794 Lebanon Pike,5794 Lebanon Pike,Nashville,37203,Thomas Enterprises,East Nashville Construction,N/A,42873,PENDING,21
NSH251111691,2025-11-25,ROOFING,Roofing Project,ROOFING at 7923 Broadway,7923 Broadway,Nashville,37204,Wilson Properties,Cumberland Construction Co,N/A,61424,PENDING,20
NSH251111692,2025-11-19,ALTERATION,Alteration Project,ALTERATION at 4941 Franklin Pike,4941 Franklin Pike,Nashville,37204,Miller Construction,Brentwood Builders Inc,(615) 224-3548,81858,PENDING,5
NSH251111693,2025-11-08,COMMERCIAL,Commercial Project,COMMERCIAL at 4760 Dickerson Pike,4760 Dickerson Pike,Nashville,37215,Johnson Properties,N/A,(615) 246-9037,1249833,FINAL,20
NSH251111694,2025-11-27,COMMERCIAL,Commercial Project,COMMERCIAL at 9051 Lebanon Pike,9051 Lebanon Pike,Nashville,37201,Smith Development LLC,Cumberland Construction Co,N/A,1619699,ISSUED,19
NSH251111695,2025-11-12,ALTERATION,Alteration Project,ALTERATION at 8471 Nolensville Pike,8471 Nolensville Pike,Nashville,37206,Martinez LLC,Tennessee Premier Builders,(615) 887-7989,58972,FINAL,35
NSH251111696,2025-11-05,RESIDENTIAL,Residential Project,RESIDENTIAL at 3798 West End Ave,3798 West End Ave,Nashville,37205,Miller Construction,N/A,N/A,16754,ISSUED,34
NSH251111697,2025-11-02,ELECTRICAL,Electrical Project,ELECTRICAL at 8800 Hillsboro Pike,8800 Hillsboro Pike,Nashville,37209,Smith Development LLC,Volunteer State Contractors,N/A,59011,PENDING,22
NSH251111698,2025-11-24,RESIDENTIAL,Residential Project,RESIDENTIAL at 9185 Woodland St,9185 Woodland St,Nashville,37201,Thomas Enterprises,Brentwood Builders Inc,(615) 996-8054,54423,ISSUED,33
NSH251111699,2025-11-20,ROOFING,Roofing Project,ROOFING at 2592 West End Ave,2592 West End Ave,Nashville,37205,Johnson Properties,N/A,(615) 520-4739,42515,APPROVED,33
NSH251111700,2025-11-27,ALTERATION,Alteration Project,ALTERATION at 8465 Church St,8465 Church St,Nashville,37215,Johnson Properties,East Nashville Construction,(615) 960-5691,8641,FINAL,19
NSH251111701,2025-11-01,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7777 Murfreesboro Pike,7777 Murfreesboro Pike,Nashville,37206,Smith Development LLC,Cumberland Construction Co,(615) 616-7941,1397506,APPROVED,5
NSH251111702,2025-11-09,ADDITION,Addition Project,ADDITION at 1469 Broadway,1469 Broadway,Nashville,37204,Martinez LLC,Nashville Builders LLC,(615) 399-1366,216206,APPROVED,2
NSH251111703,2025-11-01,RESIDENTIAL,Residential Project,RESIDENTIAL at 4347 Woodland St,4347 Woodland St,Nashville,37212,Anderson Group,Music City Construction,N/A,43870,PENDING,6
NSH251111704,2025-11-21,REPAIR,Repair Project,REPAIR at 8792 West End Ave,8792 West End Ave,Nashville,37208,Johnson Properties,Brentwood Builders Inc,(615) 522-2916,69425,FINAL,7
NSH251111705,2025-11-07,MECHANICAL,Mechanical Project,MECHANICAL at 7528 Franklin Pike,7528 Franklin Pike,Nashville,37205,Davis Investments,Tennessee Premier Builders,(615) 540-4082,12947,APPROVED,22
NSH251111706,2025-11-03,DEMOLITION,Demolition Project,DEMOLITION at 9941 Woodland St,9941 Woodland St,Nashville,37203,Anderson Group,N/A,(615) 642-4723,97178,FINAL,34
NSH251111707,2025-11-11,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 657 Dickerson Pike,657 Dickerson Pike,Nashville,37208,Brown Holdings,Franklin Construction,(615) 902-5170,287720,ISSUED,34
NSH251111708,2025-11-21,PLUMBING,Plumbing Project,PLUMBING at 720 West End Ave,720 West End Ave,Nashville,37205,Brown Holdings,N/A,(615) 524-1110,80052,FINAL,2
NSH251111709,2025-11-27,PLUMBING,Plumbing Project,PLUMBING at 1099 Church St,1099 Church St,Nashville,37208,Wilson Properties,N/A,N/A,28080,PENDING,34
NSH251111710,2025-11-07,ELECTRICAL,Electrical Project,ELECTRICAL at 8396 Hillsboro Pike,8396 Hillsboro Pike,Nashville,37215,Brown Holdings,N/A,N/A,80942,ISSUED,7
NSH251111711,2025-11-13,COMMERCIAL,Commercial Project,COMMERCIAL at 2375 Woodland St,2375 Woodland St,Nashville,37204,Smith Development LLC,Nashville Home Improvement,N/A,205537,APPROVED,1
NSH251111712,2025-11-28,REPAIR,Repair Project,REPAIR at 8986 West End Ave,8986 West End Ave,Nashville,37205,Brown Holdings,N/A,(615) 933-7347,39138,ISSUED,6
NSH251111713,2025-11-11,RESIDENTIAL,Residential Project,RESIDENTIAL at 6675 West End Ave,6675 West End Ave,Nashville,37206,Williams Ventures,N/A,N/A,71920,APPROVED,5
NSH251111714,2025-11-07,ROOFING,Roofing Project,ROOFING at 4920 Nolensville Pike,4920 Nolensville Pike,Nashville,37204,Anderson Group,N/A,(615) 519-2934,17920,APPROVED,5
NSH251111715,2025-11-13,ELECTRICAL,Electrical Project,ELECTRICAL at 7632 Franklin Pike,7632 Franklin Pike,Nashville,37211,Anderson Group,N/A,(615) 214-2242,15825,APPROVED,2
NSH251111716,2025-11-27,PLUMBING,Plumbing Project,PLUMBING at 7699 Broadway,7699 Broadway,Nashville,37208,Davis Investments,Green Hills Builders,(615) 555-3153,54712,PENDING,21
NSH251111717,2025-11-15,ROOFING,Roofing Project,ROOFING at 4157 Charlotte Ave,4157 Charlotte Ave,Nashville,37205,Wilson Properties,N/A,(615) 979-9497,74489,PENDING,2
NSH251111718,2025-11-15,COMMERCIAL,Commercial Project,COMMERCIAL at 7714 Murfreesboro Pike,7714 Murfreesboro Pike,Nashville,37206,Wilson Properties,Cumberland Construction Co,(615) 585-8772,351772,PENDING,7
NSH251111719,2025-11-17,ROOFING,Roofing Project,ROOFING at 3854 21st Ave,3854 21st Ave,Nashville,37203,Johnson Properties,Nashville Home Improvement,(615) 493-4291,19591,APPROVED,22
NSH251111720,2025-11-13,ALTERATION,Alteration Project,ALTERATION at 7051 Dickerson Pike,7051 Dickerson Pike,Nashville,37211,Brown Holdings,Nashville Home Improvement,(615) 962-8733,95980,ISSUED,3
NSH251111721,2025-11-17,DEMOLITION,Demolition Project,DEMOLITION at 8837 Franklin Pike,8837 Franklin Pike,Nashville,37212,Wilson Properties,N/A,N/A,22445,FINAL,6
NSH251111722,2025-11-11,ROOFING,Roofing Project,ROOFING at 816 Charlotte Ave,816 Charlotte Ave,Nashville,37208,Brown Holdings,N/A,(615) 718-1585,26318,PENDING,7
NSH251111723,2025-11-03,PLUMBING,Plumbing Project,PLUMBING at 2870 Charlotte Ave,2870 Charlotte Ave,Nashville,37206,Davis Investments,Cumberland Construction Co,(615) 796-4271,71570,FINAL,33
NSH251111724,2025-11-14,RESIDENTIAL,Residential Project,RESIDENTIAL at 7820 Franklin Pike,7820 Franklin Pike,Nashville,37204,Brown Holdings,Cumberland Construction Co,(615) 813-6941,71187,FINAL,7
NSH251111725,2025-11-19,PLUMBING,Plumbing Project,PLUMBING at 8062 Nolensville Pike,8062 Nolensville Pike,Nashville,37215,Martinez LLC,Cumberland Construction Co,(615) 203-8445,32377,ISSUED,35
NSH251111726,2025-11-05,ADDITION,Addition Project,ADDITION at 6142 Church St,6142 Church St,Nashville,37215,Miller Construction,Cumberland Construction Co,N/A,132819,PENDING,5
NSH251111727,2025-11-11,RESIDENTIAL,Residential Project,RESIDENTIAL at 5821 Woodland St,5821 Woodland St,Nashville,37203,Davis Investments,Nashville Home Improvement,(615) 939-8004,29466,ISSUED,21
NSH251111728,2025-11-26,ALTERATION,Alteration Project,ALTERATION at 6464 21st Ave,6464 21st Ave,Nashville,37209,Smith Development LLC,Music City Construction,(615) 218-1291,58978,ISSUED,4
NSH251111729,2025-11-19,COMMERCIAL,Commercial Project,COMMERCIAL at 3792 Broadway,3792 Broadway,Nashville,37212,Martinez LLC,N/A,(615) 645-2231,1926829,ISSUED,33
NSH251111730,2025-11-07,ADDITION,Addition Project,ADDITION at 7657 Broadway,7657 Broadway,Nashville,37201,Smith Development LLC,Franklin Construction,(615) 543-6299,186838,ISSUED,22
NSH251111731,2025-11-13,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4959 Dickerson Pike,4959 Dickerson Pike,Nashville,37204,Wilson Properties,East Nashville Construction,(615) 861-2279,1163458,FINAL,2
NSH251111732,2025-11-02,ROOFING,Roofing Project,ROOFING at 3424 Church St,3424 Church St,Nashville,37204,Johnson Properties,Volunteer State Contractors,N/A,89992,PENDING,6
NSH251011733,2025-10-29,ALTERATION,Alteration Project,ALTERATION at 7258 Murfreesboro Pike,7258 Murfreesboro Pike,Nashville,37206,Brown Holdings,N/A,(615) 970-1327,58843,ISSUED,19
NSH251111734,2025-11-03,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 3433 Lebanon Pike,3433 Lebanon Pike,Nashville,37204,Thomas Enterprises,Brentwood Builders Inc,(615) 350-8525,1874825,FINAL,7
NSH251111735,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 8995 Hillsboro Pike,8995 Hillsboro Pike,Nashville,37215,Davis Investments,Nashville Home Improvement,(615) 626-7604,60410,PENDING,21
NSH251111736,2025-11-07,ADDITION,Addition Project,ADDITION at 9768 21st Ave,9768 21st Ave,Nashville,37203,Wilson Properties,Volunteer State Contractors,(615) 721-4508,285686,APPROVED,33
NSH251111737,2025-11-19,ELECTRICAL,Electrical Project,ELECTRICAL at 3661 Franklin Pike,3661 Franklin Pike,Nashville,37211,Martinez LLC,Volunteer State Contractors,N/A,8401,FINAL,22
NSH251111738,2025-11-23,DEMOLITION,Demolition Project,DEMOLITION at 5481 Nolensville Pike,5481 Nolensville Pike,Nashville,37206,Smith Development LLC,Franklin Construction,(615) 713-8654,62884,PENDING,34
NSH251111739,2025-11-21,COMMERCIAL,Commercial Project,COMMERCIAL at 5706 Dickerson Pike,5706 Dickerson Pike,Nashville,37204,Wilson Properties,Volunteer State Contractors,(615) 559-6482,1351978,FINAL,35
NSH251111740,2025-11-19,PLUMBING,Plumbing Project,PLUMBING at 9152 Charlotte Ave,9152 Charlotte Ave,Nashville,37204,Davis Investments,N/A,(615) 251-1422,30343,PENDING,35
NSH251111741,2025-11-16,REPAIR,Repair Project,REPAIR at 548 Nolensville Pike,548 Nolensville Pike,Nashville,37205,Williams Ventures,N/A,(615) 352-3466,39124,ISSUED,4
NSH251111742,2025-11-20,DEMOLITION,Demolition Project,DEMOLITION at 1689 Charlotte Ave,1689 Charlotte Ave,Nashville,37215,Johnson Properties,Music City Construction,(615) 559-2392,72109,PENDING,21
NSH251111743,2025-11-10,COMMERCIAL,Commercial Project,COMMERCIAL at 1501 Franklin Pike,1501 Franklin Pike,Nashville,37201,Smith Development LLC,N/A,N/A,1559060,ISSUED,33
NSH251111744,2025-11-11,PLUMBING,Plumbing Project,PLUMBING at 4786 Dickerson Pike,4786 Dickerson Pike,Nashville,37203,Anderson Group,Volunteer State Contractors,(615) 484-7662,10232,APPROVED,3
NSH251111745,2025-11-24,MECHANICAL,Mechanical Project,MECHANICAL at 5335 Nolensville Pike,5335 Nolensville Pike,Nashville,37211,Davis Investments,Tennessee Premier Builders,(615) 553-4630,48662,ISSUED,22
NSH251111746,2025-11-21,REMODEL,Remodel Project,REMODEL at 2664 Hillsboro Pike,2664 Hillsboro Pike,Nashville,37206,Miller Construction,Nashville Builders LLC,N/A,408102,APPROVED,35
NSH251111747,2025-11-19,PLUMBING,Plumbing Project,PLUMBING at 1299 Charlotte Ave,1299 Charlotte Ave,Nashville,37205,Williams Ventures,East Nashville Construction,N/A,48388,PENDING,7
NSH251111748,2025-11-21,COMMERCIAL,Commercial Project,COMMERCIAL at 1691 Church St,1691 Church St,Nashville,37201,Brown Holdings,N/A,(615) 552-8606,1240350,PENDING,33
NSH251111749,2025-11-15,ELECTRICAL,Electrical Project,ELECTRICAL at 5081 Charlotte Ave,5081 Charlotte Ave,Nashville,37204,Johnson Properties,Brentwood Builders Inc,(615) 796-6304,70603,ISSUED,2
NSH251111750,2025-11-06,REPAIR,Repair Project,REPAIR at 3006 Murfreesboro Pike,3006 Murfreesboro Pike,Nashville,37211,Brown Holdings,Franklin Construction,(615) 584-5554,20931,FINAL,20
NSH251111751,2025-11-27,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8568 Charlotte Ave,8568 Charlotte Ave,Nashville,37212,Brown Holdings,Cumberland Construction Co,N/A,239935,APPROVED,1
NSH251111752,2025-11-13,ROOFING,Roofing Project,ROOFING at 1351 Broadway,1351 Broadway,Nashville,37211,Brown Holdings,Cumberland Construction Co,N/A,63178,FINAL,5
NSH251111753,2025-11-15,REMODEL,Remodel Project,REMODEL at 8151 Hillsboro Pike,8151 Hillsboro Pike,Nashville,37212,Wilson Properties,N/A,(615) 695-4012,173830,ISSUED,22
NSH251111754,2025-11-02,DEMOLITION,Demolition Project,DEMOLITION at 1265 Lebanon Pike,1265 Lebanon Pike,Nashville,37208,Johnson Properties,Brentwood Builders Inc,N/A,79134,ISSUED,19
NSH251111755,2025-11-01,ROOFING,Roofing Project,ROOFING at 3366 Broadway,3366 Broadway,Nashville,37201,Thomas Enterprises,Nashville Builders LLC,(615) 696-5676,85818,APPROVED,22
NSH251111756,2025-11-07,REPAIR,Repair Project,REPAIR at 3536 Franklin Pike,3536 Franklin Pike,Nashville,37215,Johnson Properties,East Nashville Construction,N/A,83808,ISSUED,20
NSH251111757,2025-11-28,MECHANICAL,Mechanical Project,MECHANICAL at 3899 Broadway,3899 Broadway,Nashville,37209,Smith Development LLC,N/A,(615) 423-3681,59387,ISSUED,3
NSH251111758,2025-11-12,REPAIR,Repair Project,REPAIR at 176 Murfreesboro Pike,176 Murfreesboro Pike,Nashville,37201,Thomas Enterprises,Music City Construction,N/A,76487,ISSUED,4
NSH251111759,2025-11-27,DEMOLITION,Demolition Project,DEMOLITION at 3410 Broadway,3410 Broadway,Nashville,37211,Johnson Properties,Nashville Home Improvement,(615) 479-1676,86595,FINAL,35
NSH251111760,2025-11-20,REMODEL,Remodel Project,REMODEL at 2072 Woodland St,2072 Woodland St,Nashville,37203,Davis Investments,Music City Construction,N/A,120992,PENDING,3
NSH251111761,2025-11-16,ALTERATION,Alteration Project,ALTERATION at 7070 Woodland St,7070 Woodland St,Nashville,37204,Wilson Properties,N/A,N/A,8297,ISSUED,22
NSH251111762,2025-11-10,ROOFING,Roofing Project,ROOFING at 5376 Murfreesboro Pike,5376 Murfreesboro Pike,Nashville,37211,Davis Investments,Nashville Home Improvement,N/A,70628,FINAL,5
NSH251111763,2025-11-16,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2875 Church St,2875 Church St,Nashville,37208,Davis Investments,Tennessee Premier Builders,(615) 862-4392,1619518,FINAL,19
NSH251111764,2025-11-04,ELECTRICAL,Electrical Project,ELECTRICAL at 1239 Franklin Pike,1239 Franklin Pike,Nashville,37209,Thomas Enterprises,Tennessee Premier Builders,(615) 787-1219,24249,PENDING,19
