permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
2025-135114 BP,2025-11-18,N/A,Express - Replace 1 Window like for like,Express - Replace 1 Window like for like,12210 WYCLIFF LN,Austin,N/A,N/A,N/A,5128348383,0,N/A,7
2025-146499 EP,2025-11-18,N/A,build new 350amp overhead service,build new 350amp overhead service,15505 SUTTON DR,Austin,N/A,N/A,N/A,5127556580,0,N/A,N/A
2025-133942 EP,2025-11-18,N/A,Change of use to retail with interior finish-out.,Change of use to retail with interior finish-out.,10900 RESEARCH BLVD SVRD SB UNIT C-150,Austin,N/A,N/A,N/A,8173780042,0,N/A,10
2025-148263 BP,2025-11-18,N/A,Interior remodel to existing business office t demise 125 into two suites. Narrative of changes included in the submittal package to detail changes since last plan review and permit issuance.,Interior remodel to existing business office t demise 125 into two suites. Narrative of changes included in the submittal package to detail changes since last plan review and permit issuance.,12345 N LAMAR BLVD BLDG 1 UNIT 125,Austin,N/A,N/A,N/A,5128312279,0,N/A,7
2025-147687 BP,2025-11-18,N/A,New Outdoor Swimming Pool,New Outdoor Swimming Pool,11723 N FM 620 RD,Austin,N/A,N/A,N/A,5123452583,0,N/A,6
2025-145966 PP,2025-11-18,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4 bed 4bath] with Habitable Attic Attached 2-car Garage.,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4 bed 4bath] with Habitable Attic Attached 2-car Garage.,2206 LA CASA DR,Austin,N/A,N/A,N/A,5128378034,0,N/A,5
2025-146687 BP,2025-11-18,N/A,"CHANGE OF USE from Office to Indoor Sports & Recreation Use and Tenant Finish Out

2025 077826 DA -Approved","CHANGE OF USE from Office to Indoor Sports & Recreation Use and Tenant Finish Out

2025 077826 DA -Approved",10901 N LAMAR BLVD BLDG C UNIT 309,Austin,N/A,N/A,N/A,5123332244,0,N/A,4
2025-147217 PP,2025-11-18,N/A,Water line replacement from the meter to the home about 45 feet long.,Water line replacement from the meter to the home about 45 feet long.,4200 ROSEDALE AVE,Austin,N/A,N/A,N/A,5129453143,0,N/A,10
2025-141463 BP,2025-11-18,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 6bath] with Attached Garage,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 6bath] with Attached Garage,6307 WEST COURTYARD DR,Austin,N/A,N/A,N/A,5122630323,0,N/A,10
2025-142819 PP,2025-11-18,N/A,Replacing hot&cold water lines with pex tubing. The house is on pier and beam. New vlaves,Replacing hot&cold water lines with pex tubing. The house is on pier and beam. New vlaves,5806 BULL CREEK RD,Austin,N/A,N/A,N/A,5126537187,0,N/A,7
2025-147384 BP,2025-11-18,N/A,New in-ground pool spa and concrete decking for SFR Condo,New in-ground pool spa and concrete decking for SFR Condo,6005 SILENT NOVA VW,Austin,N/A,N/A,N/A,5126864986,0,N/A,10
2025-147053 PP,2025-11-18,N/A,Replace cast iron drain lines to PVC sch-40 for (2) baths (1) kitchen sink (1) washer box. via access tunnel of approx. 140 linear feet. Replace existing sewer yard line approx. 40 linear feet and tie into city sewer tap,Replace cast iron drain lines to PVC sch-40 for (2) baths (1) kitchen sink (1) washer box. via access tunnel of approx. 140 linear feet. Replace existing sewer yard line approx. 40 linear feet and tie into city sewer tap,1305 RIDGEHAVEN DR,Austin,N/A,N/A,N/A,5128378034,0,N/A,4
2025-147375 PP,2025-11-18,N/A,We are to replace the existing main water line with PEX.,We are to replace the existing main water line with PEX.,5925 OVERLOOK DR,Austin,N/A,N/A,N/A,5129908600,0,N/A,10
2024-164744 EP,2025-11-18,N/A,service upgrade,service upgrade,7401 ARCTIC CT,Austin,N/A,N/A,N/A,2103169581,0,N/A,N/A
2025-138623 MP,2025-11-18,N/A,connect mobile home and add deck 4x4 and 8x8,connect mobile home and add deck 4x4 and 8x8,12500 DESCANSO CIR,Austin,N/A,N/A,N/A,5127967260,0,N/A,2
2025-131849 BP,2025-11-18,N/A,EXPRESS: Replace 5 windows like for like,EXPRESS: Replace 5 windows like for like,6834 WILLIAM WALLACE WAY,Austin,N/A,N/A,N/A,5128348383,0,N/A,1
2025-046548 MP,2025-11-18,N/A,THIS PROJECT INVOLVES THE REINFORCING OF THE EXISTING ROOF REPLACEMENT OF ROOFING AND REPLACEMENT OF REAR DECKING. IT ALSO INCLUDES THE REPLACEMENT OF WINDOWS EXTERIOR DOORS THE GARAGE DOOR (ALL SIZE FOR SIZE) AND THE DRYWALL AND INSULATION OF THE GARAGE. MINOR ELECTRICAL UPGRADES (ADDING A FEW POWER OUTLETS) AND THE RELOCATION OF A COUPLE OF HVAC VENTS.,THIS PROJECT INVOLVES THE REINFORCING OF THE EXISTING ROOF REPLACEMENT OF ROOFING AND REPLACEMENT OF REAR DECKING. IT ALSO INCLUDES THE REPLACEMENT OF WINDOWS EXTERIOR DOORS THE GARAGE DOOR (ALL SIZE FOR SIZE) AND THE DRYWALL AND INSULATION OF THE GARAGE. MINOR ELECTRICAL UPGRADES (ADDING A FEW POWER OUTLETS) AND THE RELOCATION OF A COUPLE OF HVAC VENTS.,2810 ROCK TERRACE DR,Austin,N/A,N/A,N/A,N/A,0.0,N/A,5
2025-146158 EP,2025-11-18,N/A,Install new 3.22 kW DC rooftop solar system,Install new 3.22 kW DC rooftop solar system,6704 LADERA NORTE,Austin,N/A,N/A,N/A,5124765555,0,N/A,10
2025-146200 PP,2025-11-18,N/A,7 foot tunnel to repair sewer line,7 foot tunnel to repair sewer line,4502 CRESTWAY DR,Austin,N/A,N/A,N/A,5124906700,0,N/A,10
2025-148031 BP,2025-11-18,N/A,Express: Replace 550 sq.ft. of siding on the back side of home; tub to shower conversion in hallway bathroom,Express: Replace 550 sq.ft. of siding on the back side of home; tub to shower conversion in hallway bathroom,1615 ELMIRA RD,Austin,N/A,N/A,N/A,5127090724,0,N/A,1
2025-142433 MP,2025-11-18,N/A,Unit B - 2 story Duplex Condo with 2 beds 2.5 bath and attached 2 car garage,Unit B - 2 story Duplex Condo with 2 beds 2.5 bath and attached 2 car garage,1010 BRICKELL LOOP UNIT B,Austin,N/A,N/A,N/A,5125615002,0,N/A,2
2025-101390 BP,2025-11-18,N/A,Total demo of detached structure 1008 sqft circa 1947,Total demo of detached structure 1008 sqft circa 1947,5917 COVENTRY LN,Austin,N/A,N/A,N/A,5122002168,1008.0,N/A,4
2025-100692 EP,2025-11-18,N/A,Express: Repairs due to fire damage (Built back like for like),Express: Repairs due to fire damage (Built back like for like),6908 RUFUS DR,Austin,N/A,N/A,N/A,5129651212,0,N/A,4
2025-148386 BP,2025-11-18,N/A,Express: Remove and replace 12 windows (like for like),Express: Remove and replace 12 windows (like for like),4608 RIDGE OAK DR,Austin,N/A,N/A,N/A,9082976873,0,N/A,10
2025-097739 PP,2025-11-18,N/A,Detached garage with living space & bathroom above  2-story,Detached garage with living space & bathroom above  2-story,4004 PETES PATH,Austin,N/A,N/A,N/A,5127846848,0,N/A,10
2025-147655 EP,2025-11-18,N/A,ETJ New Construction of a SFR 2595sqft Meter Installation,ETJ New Construction of a SFR 2595sqft Meter Installation,2613 DERWENT DR,Austin,N/A,N/A,N/A,5122520040,0,N/A,N/A
2025-146003 PP,2025-11-18,N/A,Tunnel under the foundation to replace the cast iron in the bathroom kitchen and laundry with SCH 40 PVC. There will be (2-3) access holes on the front right and left sides of the house,Tunnel under the foundation to replace the cast iron in the bathroom kitchen and laundry with SCH 40 PVC. There will be (2-3) access holes on the front right and left sides of the house,7716 SHOAL CREEK BLVD,Austin,N/A,N/A,N/A,5129247989,0,N/A,7
2025-147057 PP,2025-11-18,N/A,Replace E water heater.,Replace E water heater.,1802 BROOKHAVEN DR,Austin,N/A,N/A,N/A,5128379500,0,N/A,5
2025-135893 MP,2025-11-18,N/A,2897CR NEW 2 STORY 4 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,2897CR NEW 2 STORY 4 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,12904 STAYWELL WAY,Austin,N/A,N/A,N/A,2106009797,0,N/A,2
2025-146713 EP,2025-11-18,N/A,Remodel for Florist Tenant. Minimal scope in whse area. HVAC and Sink,Remodel for Florist Tenant. Minimal scope in whse area. HVAC and Sink,6025 WILCAB RD BLDG 2 UNIT 700,Austin,N/A,N/A,N/A,5128372917,0,N/A,1
2025-066834 MP,2025-11-18,N/A,New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 1-car garage covered front porch and covered rear patio.,New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 1-car garage covered front porch and covered rear patio.,9209 NORTH DR,Austin,N/A,N/A,N/A,5129949130,0,N/A,4
2025-122051 EP,2025-11-18,N/A,Interior remodel garage conversion kitchen/bathroom remodel utility room expansion to absorb interior garage square footage,Interior remodel garage conversion kitchen/bathroom remodel utility room expansion to absorb interior garage square footage,2201 KENBRIDGE DR,Austin,N/A,N/A,N/A,5124175019,2258.0,N/A,4
2025-147285 PP,2025-11-18,N/A,Excavate to 70ft of water line from home towards meter all outside. THIS IS BEING DONE TO BOTH SIDE A & B. 2 PERMITS AND INSPECTIONS WILL BE DONE. Both lines are going into the same trench.,Excavate to 70ft of water line from home towards meter all outside. THIS IS BEING DONE TO BOTH SIDE A & B. 2 PERMITS AND INSPECTIONS WILL BE DONE. Both lines are going into the same trench.,3002 MATADOR DR BLDG B,Austin,N/A,N/A,N/A,5129007676,0,N/A,3
2017-027999 EP,2025-11-18,N/A,Install roof mounted solar PV system,Install roof mounted solar PV system,13117 BAYFIELD DR,Austin,N/A,N/A,N/A,7372135850,0,N/A,7
2025-146205 BP,2025-11-18,N/A,Commercial rooftop Solar installation 770.18 kw DC.,Commercial rooftop Solar installation 770.18 kw DC.,2402 1/2 S CONGRESS AVE UNIT B,Austin,N/A,N/A,N/A,5125525581,0,N/A,3
2025-124558 MP,2025-11-18,N/A,Kitchen remodel primary bath remodel Some plumbing relocation in both rooms,Kitchen remodel primary bath remodel Some plumbing relocation in both rooms,11015 CONCHOS CV,Austin,N/A,N/A,N/A,5129931221,0.0,N/A,6
2025-145797 PP,2025-11-18,N/A,Replacement of an existing water heater Tankless water heater replacement,Replacement of an existing water heater Tankless water heater replacement,710 E 45TH ST,Austin,N/A,N/A,N/A,512,0,N/A,9
2025-135966 EP,2025-11-18,N/A,New 2 story SFR 4 bed 3.5 bath with attached garage and covered patio/porch,New 2 story SFR 4 bed 3.5 bath with attached garage and covered patio/porch,9304 HAMADRYAS DR,Austin,N/A,N/A,N/A,5127786240,0,N/A,2
2025-143955 EP,2025-11-18,N/A,Saddle Ridge,Saddle Ridge,10800 1/2 SILVER CLOUD CV,Austin,N/A,N/A,N/A,N/A,0,N/A,1
2025-147760 MP,2025-11-18,N/A,Replacement of complete existing central heat and air system with or without duct work Removed the old unit and installed 1 new HVAC system without ductwork,Replacement of complete existing central heat and air system with or without duct work Removed the old unit and installed 1 new HVAC system without ductwork,2105 GOODRICH AVE UNIT 1,Austin,N/A,N/A,N/A,5122527711,0,N/A,5
2024-018444 PP,2025-11-18,N/A,ePlan: Expedited Review - New Construction of Office Building (15606 SF).,ePlan: Expedited Review - New Construction of Office Building (15606 SF).,4801 EMMA BROWNING AVE UNIT 801,Austin,N/A,N/A,N/A,5125590896,0,N/A,2
2025-127553 EP,2025-11-18,N/A,"Interior Remodel of Existing Office Space. No Pluming Scope and No Access Control.
Suite 210","Interior Remodel of Existing Office Space. No Pluming Scope and No Access Control.
Suite 210",9500 ARBORETUM BLVD UNIT 210,Austin,N/A,N/A,N/A,5129704989,0,N/A,10
2024-111758 DS,2025-11-18,N/A,Construct new driveway approach 12 FT and curb & gutter of 6 FT.  Fee in lieu of sidewalk paid.,Construct new driveway approach 12 FT and curb & gutter of 6 FT.  Fee in lieu of sidewalk paid.,6309 WALNUT HILLS DR BLDG 1,Austin,N/A,N/A,N/A,512,0,N/A,4
2025-147554 BP,2025-11-18,N/A,TPO Roof Overlay,TPO Roof Overlay,4300 N LAMAR BLVD,Austin,N/A,N/A,N/A,5124919000,0,N/A,10
2025-147073 PP,2025-11-18,N/A,Replacement of an existing water heater 50gal gas water heater changeout,Replacement of an existing water heater 50gal gas water heater changeout,1529 BARTON SPRINGS RD UNIT 24,Austin,N/A,N/A,N/A,5129299393,0,N/A,9
2022-184022 EP,2025-11-18,N/A,New Pool with required enclosure (Pool #2 ADU),New Pool with required enclosure (Pool #2 ADU),910 TILLERY ST BLDG 2,Austin,N/A,N/A,N/A,5124024632,0,N/A,3
2025-146055 EP,2025-11-18,N/A,Illuminated channel letters reading This on east facade,Illuminated channel letters reading This on east facade,121 PICKLE RD UNIT 100,Austin,N/A,N/A,N/A,N/A,0,N/A,3
2025-084346 PP,2025-11-18,N/A,*Green Building* New 1-story 4 bedroom 3.5 bathroom single family residence with attached garage covered front porch and rear covered patio.,*Green Building* New 1-story 4 bedroom 3.5 bathroom single family residence with attached garage covered front porch and rear covered patio.,9009 NILGAI DR,Austin,N/A,N/A,N/A,5129907200,0,N/A,2
2025-146865 EP,2025-11-18,N/A,Replacing old panel with new panel like for like,Replacing old panel with new panel like for like,2802 PECOS ST,Austin,N/A,N/A,N/A,5123710001,0,N/A,10
2025-134693 MP,2025-11-18,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5bath] with Attached Garage.,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5bath] with Attached Garage.,1117 ETERNITY TER,Austin,N/A,N/A,N/A,5123926907,0,N/A,8
2025-120773 BP,2025-11-18,N/A,Total Demo of Duplex 1929 sqft circa 1935,Total Demo of Duplex 1929 sqft circa 1935,607 E 38TH ST,Austin,N/A,N/A,N/A,5124090054,1929.0,N/A,9
2025-041069 BP,2025-11-18,N/A,Interior remodel first floor common areas - install turnstiles.,Interior remodel first floor common areas - install turnstiles.,12301 RESEARCH BLVD SVRD NB BLDG 3,Austin,N/A,N/A,N/A,5123457699,0,N/A,6
2025-066833 MP,2025-11-18,N/A,New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 1-car garage covered front porch and covered rear patio.,New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 1-car garage covered front porch and covered rear patio.,9209 NORTH DR,Austin,N/A,N/A,N/A,5129949130,0,N/A,4
2025-146713 PP,2025-11-18,N/A,Remodel for Florist Tenant. Minimal scope in whse area. HVAC and Sink,Remodel for Florist Tenant. Minimal scope in whse area. HVAC and Sink,6025 WILCAB RD BLDG 2 UNIT 700,Austin,N/A,N/A,N/A,5128372917,0,N/A,1
2024-018448 PP,2025-11-18,N/A,ePlan: Expedited Review - New Construction of Departure Office Building (7 335 SF).,ePlan: Expedited Review - New Construction of Departure Office Building (7 335 SF).,4801 EMMA BROWNING AVE UNIT 1001,Austin,N/A,N/A,N/A,5125590896,0,N/A,2
2025-143561 MP,2025-11-18,N/A,replacing hvac system no ductwork,replacing hvac system no ductwork,1107 PEGGOTTY PL,Austin,N/A,N/A,N/A,5123692518,0,N/A,1
2025-054585 EP,2025-11-18,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath] Bldg 3,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath] Bldg 3,1301 WEBBERVILLE RD BLDG 1,Austin,N/A,N/A,N/A,5128392478,0,N/A,1
2025-119341 EP,2025-11-18,N/A,Bldg 1: New construction of a 2-Story Single Family Res. [3 bed 2.5bath] with Attached Carport. Part of 3-unit use.,Bldg 1: New construction of a 2-Story Single Family Res. [3 bed 2.5bath] with Attached Carport. Part of 3-unit use.,205 MEDINA BLDG 1,Austin,N/A,N/A,N/A,5128279950,0,N/A,3
2025-145535 EP,2025-11-18,N/A,Upgrading existing OH Service meter riser panel grounding and surge protector,Upgrading existing OH Service meter riser panel grounding and surge protector,11506 OAK TRL,Austin,N/A,N/A,N/A,8322440001,0,N/A,1
2025-135966 BP,2025-11-18,N/A,New 2 story SFR 4 bed 3.5 bath with attached garage and covered patio/porch,New 2 story SFR 4 bed 3.5 bath with attached garage and covered patio/porch,9304 HAMADRYAS DR,Austin,N/A,N/A,N/A,9727893500,0,N/A,2
2025-101688 EP,2025-11-18,N/A,Interior remodel to existing demised suite. No change of use. No access control.,Interior remodel to existing demised suite. No change of use. No access control.,9500 ARBORETUM BLVD UNIT 110,Austin,N/A,N/A,N/A,5129704989,0,N/A,10
2025-145965 EP,2025-11-18,N/A,Adding 200a service and meter,Adding 200a service and meter,4509 ECK LN BLDG A,Austin,N/A,N/A,N/A,5127650604,0,N/A,N/A
2025-130847 PP,2025-11-18,N/A,ePlan: Commercial Expedited Review - Phase 4B New Construction of Multi Family Res with Res Units.,ePlan: Commercial Expedited Review - Phase 4B New Construction of Multi Family Res with Res Units.,2915 E CESAR CHAVEZ ST,Austin,N/A,N/A,N/A,2547930155,0,N/A,3
2025-144209 BP,2025-11-18,N/A,Bldg 2: New construction 2-unit use single-family residential 3 bedroom 2.5 bath with attached 1-car carport covered front porch and covered rear patio.,Bldg 2: New construction 2-unit use single-family residential 3 bedroom 2.5 bath with attached 1-car carport covered front porch and covered rear patio.,2212 CANTERBURY ST,Austin,N/A,N/A,N/A,5123892449,0,N/A,3
